,Symbol,MaxPriceDate,MaxPrice,MinPriceDate,MinPrice,LastDate,LastPrice,PrctHighToLow,PrctHightToCurrent
0,AROC,2020-01-06,10.300000190734863,2020-03-18,2.0999999046325684,2020-04-09,3.930000066757202,-0.7961,-0.6184
1,AROW,2020-01-02,37.61000061035156,2020-03-23,23.90999984741211,2020-04-09,28.770000457763672,-0.3643,-0.235
2,ARPO,2020-02-06,0.7099999785423279,2020-03-18,0.44999998807907104,2020-04-09,0.550000011920929,-0.3662,-0.2254
3,ARQT,2020-03-23,36.900001525878906,2020-03-18,18.5,2020-04-09,31.950000762939453,-0.4986,-0.1341
4,ARR,2020-02-20,21.1299991607666,2020-04-03,6.269999980926514,2020-04-09,9.100000381469727,-0.7033,-0.5693
5,ARTL,2020-01-02,2.7669999599456787,2020-03-17,0.6600000262260437,2020-04-09,1.0099999904632568,-0.7615,-0.635
6,ARTLW,2020-04-09,0.050200000405311584,2020-04-09,0.050200000405311584,2020-04-09,0.050200000405311584,0.0,0.0
7,ARTNA,2020-01-30,39.38999938964844,2020-03-23,31.239999771118164,2020-04-09,37.400001525878906,-0.2069,-0.0505
8,ARTW,2020-02-14,2.4200000762939453,2020-01-07,1.75,2020-04-09,2.1500000953674316,-0.2769,-0.1116
9,ARVN,2020-02-06,54.5,2020-03-16,33.0,2020-04-09,45.790000915527344,-0.3945,-0.1598
10,ARW,2020-01-02,85.79000091552734,2020-03-18,41.060001373291016,2020-04-09,59.20000076293945,-0.5214,-0.3099
11,ARWR,2020-01-02,63.119998931884766,2020-03-18,20.559999465942383,2020-04-09,33.869998931884766,-0.6743,-0.4634
12,ARYA,2020-02-20,10.850000381469727,2020-03-16,9.840999603271484,2020-04-09,10.399999618530273,-0.093,-0.0415
13,ARYAU,2020-02-21,12.239999771118164,2020-03-27,10.449999809265137,2020-04-09,11.880000114440918,-0.1462,-0.0294
14,ARYAW,2020-04-09,1.8899999856948853,2020-04-09,1.8899999856948853,2020-04-09,1.8899999856948853,0.0,0.0
15,ASA,2020-02-24,14.649999618530273,2020-03-18,8.699999809265137,2020-04-09,12.1899995803833,-0.4061,-0.1679
16,ASB,2020-01-02,21.940000534057617,2020-03-23,10.850000381469727,2020-04-09,14.40999984741211,-0.5055,-0.3432
17,ASC,2020-01-02,8.970000267028809,2020-03-18,4.010000228881836,2020-04-09,5.139999866485596,-0.553,-0.427
18,ASFI,2020-04-09,11.029999732971191,2020-03-23,7.590000152587891,2020-04-09,11.029999732971191,-0.3119,0.0
