,Symbol,MaxPriceDate,MaxPrice,MinPriceDate,MinPrice,LastDate,LastPrice,PrctHighToLow,PrctHightToCurrent
19,ASG,2020-02-05,7.099999904632568,2020-03-18,4.079999923706055,2020-04-09,5.070000171661377,-0.4254,-0.2859
20,ASGN,2020-02-05,71.94000244140625,2020-04-03,31.260000228881836,2020-04-09,39.83000183105469,-0.5655,-0.4463
21,ASH,2020-02-13,81.30999755859375,2020-03-23,39.7599983215332,2020-04-09,57.63999938964844,-0.511,-0.2911
22,ASIX,2020-02-05,20.0,2020-03-12,8.510000228881836,2020-04-09,11.640000343322754,-0.5745,-0.418
23,ASLN,2020-01-16,2.799999952316284,2020-03-19,0.9300000071525574,2020-04-09,1.190000057220459,-0.6679,-0.575
24,ASM,2020-01-03,0.6399999856948853,2020-03-12,0.2800000011920929,2020-04-09,0.36000001430511475,-0.5625,-0.4375
25,ASMB,2020-02-21,21.229999542236328,2020-03-16,10.270000457763672,2020-04-09,16.420000076293945,-0.5163,-0.2266
26,ASML,2020-02-12,317.44000244140625,2020-03-18,196.99000549316406,2020-04-09,276.80999755859375,-0.3794,-0.128
27,ASNA,2020-01-07,7.889999866485596,2020-04-03,0.9100000262260437,2020-04-09,1.3799999952316284,-0.8847,-0.8251
28,ASND,2020-02-20,145.11000061035156,2020-03-16,97.01000213623047,2020-04-09,121.36000061035156,-0.3315,-0.1637
29,ASPN,2020-02-20,10.619999885559082,2020-03-16,4.940000057220459,2020-04-09,6.449999809265137,-0.5348,-0.3927
30,ASPS,2020-02-18,19.739999771118164,2020-04-01,6.559999942779541,2020-04-09,8.199999809265137,-0.6677,-0.5846
31,ASPU,2020-02-12,10.180000305175781,2020-03-16,5.139999866485596,2020-04-09,7.449999809265137,-0.4951,-0.2682
32,ASR,2020-01-15,208.8300018310547,2020-04-03,83.33999633789062,2020-04-09,94.48999786376953,-0.6009,-0.5475
33,ASRT,2020-02-07,1.5199999809265137,2020-03-18,0.6000000238418579,2020-04-09,0.7200000286102295,-0.6053,-0.5263
34,ASRV,2020-01-02,4.239999771118164,2020-03-25,2.390000104904175,2020-04-09,2.7899999618530273,-0.4363,-0.342
35,ASRVP,2020-02-18,29.170000076293945,2020-03-24,23.920000076293945,2020-04-09,26.049999237060547,-0.18,-0.107
36,ASTC,2020-03-25,4.050000190734863,2020-03-20,1.090000033378601,2020-04-09,3.4100000858306885,-0.7309,-0.158
37,ASTE,2020-02-13,45.970001220703125,2020-03-16,27.540000915527344,2020-04-09,39.77000045776367,-0.4009,-0.1349
38,ASUR,2020-02-20,9.079999923706055,2020-04-06,5.070000171661377,2020-04-09,6.059999942779541,-0.4416,-0.3326
39,ASX,2020-01-02,5.550000190734863,2020-03-23,3.2100000381469727,2020-04-09,3.9700000286102295,-0.4216,-0.2847
40,ASYS,2020-01-28,7.880000114440918,2020-03-16,3.5999999046325684,2020-04-09,4.599999904632568,-0.5431,-0.4162
41,AT,2020-02-19,2.5199999809265137,2020-03-16,1.7599999904632568,2020-04-09,2.109999895095825,-0.3016,-0.1627
42,ATAX,2020-01-31,8.020000457763672,2020-03-18,4.099999904632568,2020-04-09,5.659999847412109,-0.4888,-0.2943
43,ATCO,2020-01-14,14.510000228881836,2020-03-23,6.28000020980835,2020-04-09,7.090000152587891,-0.5672,-0.5114
44,ATCX,2020-02-18,13.0,2020-03-20,5.010000228881836,2020-04-09,9.0,-0.6146,-0.3077
45,ATCXW,2020-04-09,0.6456000208854675,2020-04-09,0.6456000208854675,2020-04-09,0.6456000208854675,0.0,0.0
46,ATEC,2020-01-16,7.46999979019165,2020-03-23,2.259999990463257,2020-04-09,3.940000057220459,-0.6975,-0.4726
47,ATEN,2020-01-09,7.400000095367432,2020-03-18,3.5199999809265137,2020-04-09,6.409999847412109,-0.5243,-0.1338
48,ATEX,2020-02-21,49.43000030517578,2020-03-16,32.220001220703125,2020-04-09,46.45000076293945,-0.3482,-0.0603
49,ATGE,2020-01-16,36.869998931884766,2020-03-18,21.459999084472656,2020-04-09,26.540000915527344,-0.418,-0.2802
50,ATH,2020-02-18,50.0,2020-03-23,16.110000610351562,2020-04-09,30.350000381469727,-0.6778,-0.393
51,ATHE,2020-03-11,0.8999999761581421,2020-03-18,0.36000001430511475,2020-04-09,0.6299999952316284,-0.6,-0.3
52,ATHM,2020-01-13,91.54000091552734,2020-03-20,63.709999084472656,2020-04-09,72.2300033569336,-0.304,-0.2109
53,ATHX,2020-04-01,3.9800000190734863,2020-03-12,1.1699999570846558,2020-04-09,2.9100000858306885,-0.706,-0.2688
54,ATI,2020-01-02,20.600000381469727,2020-03-23,5.230000019073486,2020-04-09,9.829999923706055,-0.7461,-0.5228
55,ATIF,2020-01-29,2.309999942779541,2020-02-12,1.5199999809265137,2020-04-09,1.5499999523162842,-0.342,-0.329
56,ATKR,2020-02-13,43.220001220703125,2020-03-18,11.960000038146973,2020-04-09,25.100000381469727,-0.7233,-0.4193
57,ATLC,2020-02-11,17.0,2020-03-19,5.349999904632568,2020-04-09,11.5,-0.6853,-0.3235
58,ATLO,2020-01-02,27.790000915527344,2020-03-16,18.0,2020-04-09,20.84000015258789,-0.3523,-0.2501
59,ATNI,2020-04-09,64.20999908447266,2020-03-18,38.5099983215332,2020-04-09,64.20999908447266,-0.4002,0.0
60,ATNM,2020-03-06,0.2939999997615814,2020-03-18,0.17499999701976776,2020-04-09,0.19499999284744263,-0.4048,-0.3367
61,ATNX,2020-01-08,15.850000381469727,2020-03-18,5.710000038146973,2020-04-09,8.5600004196167,-0.6397,-0.4599
62,ATO,2020-02-18,120.56999969482422,2020-03-23,80.5,2020-04-09,105.19999694824219,-0.3323,-0.1275
63,ATOM,2020-02-11,5.670000076293945,2020-03-23,2.549999952316284,2020-04-09,4.0,-0.5503,-0.2945
64,ATOS,2020-01-07,1.6200000047683716,2020-03-16,0.7900000214576721,2020-04-09,1.4800000190734863,-0.5123,-0.0864
65,ATR,2020-01-16,118.22000122070312,2020-03-23,83.93000030517578,2020-04-09,107.2699966430664,-0.2901,-0.0926
66,ATRA,2020-01-08,17.780000686645508,2020-03-17,5.690000057220459,2020-04-09,8.550000190734863,-0.68,-0.5191
67,ATRC,2020-02-14,43.84000015258789,2020-03-18,24.489999771118164,2020-04-09,36.25,-0.4414,-0.1731
68,ATRI,2020-01-23,751.4000244140625,2020-04-01,610.0499877929688,2020-04-09,711.9000244140625,-0.1881,-0.0526
69,ATRO,2020-01-06,28.920000076293945,2020-03-23,7.150000095367432,2020-04-09,9.569999694824219,-0.7528,-0.6691
70,ATRS,2020-01-14,4.539999961853027,2020-03-18,1.75,2020-04-09,2.7200000286102295,-0.6145,-0.4009
71,ATSG,2020-01-17,24.049999237060547,2020-03-16,13.960000038146973,2020-04-09,19.65999984741211,-0.4195,-0.1825
72,ATTO,2020-02-20,3.380000114440918,2020-04-03,0.8999999761581421,2020-04-09,0.9760000109672546,-0.7337,-0.7112
73,ATUS,2020-02-12,29.549999237060547,2020-03-16,17.200000762939453,2020-04-09,24.600000381469727,-0.4179,-0.1675
74,ATV,2020-02-14,18.959999084472656,2020-03-18,7.960000038146973,2020-04-09,10.649999618530273,-0.5802,-0.4383
75,ATVI,2020-02-19,64.37000274658203,2020-03-20,52.04999923706055,2020-04-09,60.459999084472656,-0.1914,-0.0607
76,ATXI,2020-02-10,11.319999694824219,2020-03-18,6.440000057220459,2020-04-09,8.649999618530273,-0.4311,-0.2359
77,AU,2020-01-06,22.719999313354492,2020-03-20,14.050000190734863,2020-04-09,21.479999542236328,-0.3816,-0.0546
78,AUB,2020-01-02,37.68000030517578,2020-04-03,19.860000610351562,2020-04-09,26.18000030517578,-0.4729,-0.3052
79,AUBN,2020-01-24,59.9900016784668,2020-03-18,24.110000610351562,2020-04-09,40.95000076293945,-0.5981,-0.3174
80,AUDC,2020-01-22,28.479999542236328,2020-03-16,16.3799991607666,2020-04-09,26.760000228881836,-0.4249,-0.0604
81,AUG,2020-02-06,1.4299999475479126,2020-03-16,0.7319999933242798,2020-04-09,1.0499999523162842,-0.4881,-0.2657
82,AUMN,2020-02-21,0.33000001311302185,2020-03-13,0.18000000715255737,2020-04-09,0.25,-0.4545,-0.2424
83,AUPH,2020-01-02,21.459999084472656,2020-03-18,11.34000015258789,2020-04-09,15.180000305175781,-0.4716,-0.2926
84,AUTL,2020-01-08,13.0,2020-03-18,4.199999809265137,2020-04-09,7.989999771118164,-0.6769,-0.3854
85,AUTO,2020-01-03,2.6500000953674316,2020-03-24,0.6700000166893005,2020-04-09,0.7599999904632568,-0.7472,-0.7132
86,AUY,2020-02-21,4.659999847412109,2020-03-20,2.569999933242798,2020-04-09,3.7200000286102295,-0.4485,-0.2017
87,AVA,2020-03-06,52.59000015258789,2020-03-23,33.040000915527344,2020-04-09,45.38999938964844,-0.3717,-0.1369
88,AVAL,2020-01-14,8.880000114440918,2020-03-23,3.3399999141693115,2020-04-09,4.710000038146973,-0.6239,-0.4696
89,AVAV,2020-02-05,72.16000366210938,2020-03-12,46.720001220703125,2020-04-09,59.0,-0.3525,-0.1824
90,AVB,2020-02-18,228.07000732421875,2020-03-23,121.08000183105469,2020-04-09,167.36000061035156,-0.4691,-0.2662
91,AVCO,2020-01-02,2.0,2020-03-12,0.8579999804496765,2020-04-09,1.2699999809265137,-0.571,-0.365
92,AVD,2020-02-05,19.530000686645508,2020-03-23,11.609999656677246,2020-04-09,15.5600004196167,-0.4055,-0.2033
93,AVDL,2020-02-24,10.640000343322754,2020-03-18,4.059999942779541,2020-04-09,9.5,-0.6184,-0.1071
94,AVEO,2020-01-09,6.900000095367432,2020-03-18,2.5999999046325684,2020-04-09,3.75,-0.6232,-0.4565
95,AVGO,2020-02-12,324.70001220703125,2020-03-18,167.8699951171875,2020-04-09,254.3000030517578,-0.483,-0.2168
96,AVGOP,2020-02-12,1201.93994140625,2020-03-18,647.2899780273438,2020-04-09,982.4299926757812,-0.4615,-0.1826
97,AVGR,2020-01-08,1.25,2020-03-18,0.32199999690055847,2020-04-09,0.41499999165534973,-0.7424,-0.668
98,AVH,2020-02-19,5.0,2020-03-23,0.75,2020-04-09,1.1299999952316284,-0.85,-0.774
99,AVID,2020-02-14,9.239999771118164,2020-04-08,5.440000057220459,2020-04-09,5.699999809265137,-0.4113,-0.3831
